   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,  Total  ,Comment  ,Location,Sample,Type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #,Mg,Fe,Ca
22,16.782,54.401,0.379,0.2,0,0.103,23.967,0.762,0.014,3.435,0.0998,100.043,mrwy46a_cpx3_4 ,STM,MRWY46,Lava,0.913047867,1.985423936,0.026817767,0.008602484,0,0.003183922,0.937188355,0.020921675,0.00041101,0.104841739,0.004646551,0.897000875,46.70135335,5.362534962,47.93611169
23,18.48,55.011,0.211,0.102,0.002,0.131,23.035,0.508,0,2.727,0.1048,100.207,mrwy46a_cpx3_5 ,STM,MRWY46,Lava,0.996577501,1.990009694,0.014798754,0.004348639,5.72E-05,0.0040138,0.892813414,0.013824979,0,0.08249961,0.004836383,0.92354614,50.53919012,4.183782463,45.27702742
24,17.99,54.676,0.337,0.167,0.004,0.122,23.619,0.755,0.022,2.756,0.1235,100.448,mrwy46a_cpx3_6 ,STM,MRWY46,Lava,0.970840427,1.979292436,0.02365267,0.007124875,0.000114483,0.003740691,0.916097238,0.020561524,0.000640639,0.083436014,0.005703401,0.920859453,49.27189382,4.234527436,46.49357875
25,17.957,54.661,0.269,0.183,0.019,0.094,23.571,0.807,0.006,2.754,0.1306,100.321,mrwy46a_cpx3_7 ,STM,MRWY46,Lava,0.969679475,1.980015244,0.018892102,0.007812492,0.000544144,0.002884016,0.914820328,0.021991741,0.000174832,0.083428801,0.006035148,0.920778515,49.27411862,4.239422143,46.48645924
26,17.965,54.953,0.336,0.153,0.013,0.119,23.399,0.67,0.013,2.717,0.146,100.338,mrwy46a_cpx4_1 ,STM,MRWY46,Lava,0.968848096,1.988000165,0.023566839,0.006523249,0.000371824,0.003646286,0.906962111,0.018234545,0.000378308,0.082200745,0.00673801,0.921791698,49.48123989,4.19817595,46.32058416
27,17.827,54.86,0.243,0.14,0.002,0.125,23.675,0.553,0.02,2.75,0.1556,100.195,mrwy46a_cpx4_2 ,STM,MRWY46,Lava,0.963461009,1.988878364,0.017080309,0.005981746,5.73E-05,0.00383832,0.919621773,0.015082477,0.000583257,0.083376991,0.007196408,0.920353492,48.99469707,4.239954071,46.76534886
28,17.681,55.064,0.242,0.177,0.011,0.1,24.021,0.487,0.026,2.662,0.1172,100.471,mrwy46a_cpx4_3 ,STM,MRWY46,Lava,0.95313754,1.991191584,0.016966712,0.007543382,0.00031449,0.003062838,0.930686067,0.013248581,0.000756304,0.080503442,0.00540663,0.922116631,48.52234461,4.098270792,47.37938459
29,17.674,55.259,0.254,0.12,0.023,0.086,24.017,0.5,0.016,2.553,0.0722,100.502,mrwy46a_cpx4_4 ,STM,MRWY46,Lava,0.95172671,1.996075524,0.01778872,0.00510861,0.000656858,0.002631184,0.929521723,0.013587485,0.000464913,0.077123347,0.003327093,0.925039274,48.59785664,3.938136142,47.46400722
30,17.365,54.482,0.321,0.388,0.018,0.117,23.438,0.749,0.032,3.188,0.0881,100.098,mrwy46a_cpx4_5 ,STM,MRWY46,Lava,0.941590746,1.981695745,0.022637372,0.016632716,0.000517638,0.00360453,0.913421695,0.020495611,0.000936292,0.096975796,0.004088026,0.906625342,48.23752154,4.96805227,46.79442619
31,17.773,54.933,0.23,0.12,0.024,0.081,24.107,0.513,0,2.564,0.2052,100.345,mrwy46a_cpx4_6 ,STM,MRWY46,Lava,0.958983646,1.988292703,0.01614031,0.00511889,0.000686796,0.002483195,0.934882449,0.013968812,0,0.077611509,0.009474976,0.925128428,48.64288817,3.936717757,47.42039407
32,17.05,53.807,0.214,0.294,0.009,0.113,23.247,0.514,0.017,3.519,0.0882,98.784,mrwy46a_cpx4_7 ,STM,MRWY46,Lava,0.938142462,1.986002219,0.01531411,0.012788977,0.000262635,0.00353263,0.919336925,0.014272471,0.00050474,0.108622882,0.004153013,0.896229959,47.71585265,5.524782918,46.75936443
33,17.807,55.031,0.267,0.137,0.014,0.106,23.616,0.652,0.01,2.76,0.0558,100.4,mrwy46a_cpx4_8 ,STM,MRWY46,Lava,0.960345176,1.990859198,0.018727571,0.005841189,0.000400434,0.003248013,0.915390327,0.017744994,0.000291012,0.08350324,0.00257526,0.920004438,49.01624058,4.262024758,46.72173467
35,17.6,55.061,0.256,0.102,0,0.124,23.972,0.536,0.018,2.725,0.0757,100.394,mrwy46a_cpx5_1 ,STM,MRWY46,Lava,0.949901584,1.993455657,0.017969645,0.004352213,0,0.003802445,0.929894313,0.014598976,0.000524219,0.082506867,0.003496328,0.920083115,48.40749356,4.204594144,47.38791229
36,17.816,55.045,0.389,0.086,0,0.141,23.827,0.455,0.019,2.589,0.0588,100.367,mrwy46a_cpx5_2 ,STM,MRWY46,Lava,0.961535668,1.99282706,0.027304761,0.003669422,0,0.004323641,0.924246762,0.012392481,0.000553328,0.078387153,0.002715706,0.924622144,48.95380093,3.990854642,47.05534443
37,17.88,55.274,0.241,0.085,0.021,0.143,23.913,0.479,0,2.643,0.0511,100.679,mrwy46a_cpx5_3 ,STM,MRWY46,Lava,0.961578222,1.994043092,0.016856513,0.003613933,0.000598966,0.004369467,0.924303392,0.013000028,0,0.079739207,0.002351735,0.923424688,48.91982278,4.056693252,47.02348397
38,17.662,54.786,0.232,0.11,0,0.133,23.596,0.565,0.013,2.906,0.0686,100.003,mrwy46a_cpx5_4 ,STM,MRWY46,Lava,0.957149084,1.991617078,0.016351638,0.004712772,0,0.00409512,0.919054939,0.015451826,0.000380152,0.088347235,0.00318137,0.915497325,48.72100332,4.497069492,46.78192719
39,17.803,55.078,0.228,0.089,0.009,0.137,23.882,0.475,0.021,2.753,0.0374,100.475,mrwy46a_cpx5_5 ,STM,MRWY46,Lava,0.960154664,1.99261184,0.015992503,0.00379474,0.000257428,0.004198014,0.925725179,0.012928057,0.000611141,0.083293644,0.001726116,0.920174633,48.75927237,4.229878391,47.01084924
40,18.143,55.002,0.252,0.098,0,0.138,23.361,0.552,0.029,2.766,0.0844,100.341,mrwy46a_cpx5_6 ,STM,MRWY46,Lava,0.978555767,1.989992789,0.017677083,0.004178752,0,0.004228934,0.905589311,0.015024749,0.000844012,0.083692454,0.003895554,0.921211961,49.72746738,4.253016448,46.01951617
41,18.225,55.123,0.372,0.156,0,0.143,22.532,0.759,0,3.138,0.0922,100.448,mrwy46a_cpx6_1 ,STM,MRWY46,Lava,0.981183858,1.990729462,0.0260471,0.006639747,0,0.004374156,0.871858445,0.020621312,0,0.094774924,0.0042478,0.911915842,50.37350756,4.865699014,44.76079343
42,18.171,55.286,0.325,0.157,0.008,0.145,22.85,0.731,0.021,3.049,0.0121,100.743,mrwy46a_cpx6_2 ,STM,MRWY46,Lava,0.975910316,1.991786528,0.022701159,0.006666146,0.00022787,0.004424604,0.882024529,0.019812538,0.000608589,0.091864169,0.000556118,0.913966694,50.05184169,4.711468634,45.23668968
43,18.344,55.65,0.238,0.086,0.002,0.131,23.376,0.524,0.028,2.857,0.0213,101.236,mrwy46a_cpx6_3 ,STM,MRWY46,Lava,0.980139602,1.994599037,0.016538817,0.003632757,5.67E-05,0.003976862,0.897692243,0.014129176,0.000807283,0.085637066,0.000973921,0.919648207,49.91877368,4.361518836,45.71970748
44,18.071,55.09,0.3,0.156,0.006,0.134,23.312,0.64,0,2.74,0.0236,100.449,mrwy46a_cpx6_4 ,STM,MRWY46,Lava,0.973395681,1.99056582,0.021016581,0.006643178,0.000171405,0.004100977,0.902506092,0.01739718,0,0.08279716,0.001087851,0.921607914,49.69603368,4.227150898,46.07681542
45,18.176,55.085,0.295,0.162,0.024,0.105,23.568,0.667,0.014,2.78,0.0163,100.876,mrwy46a_cpx6_5 ,STM,MRWY46,Lava,0.976088671,1.984361776,0.020603763,0.006877808,0.000683547,0.003203728,0.909655743,0.018076254,0.000405689,0.083751655,0.000749081,0.920977101,49.5603259,4.25244085,46.18723324
46,17.921,55.106,0.335,0.182,0.018,0.105,23.495,0.707,0.028,2.665,0.0313,100.562,mrwy46a_cpx6_6 ,STM,MRWY46,Lava,0.964505391,1.989472078,0.02344881,0.007743867,0.000513784,0.003210754,0.908827055,0.01920231,0.000813157,0.080463196,0.001441574,0.922999412,49.36572536,4.11830154,46.5159731
47,18.052,55.372,0.232,0.129,0.024,0.101,23.844,0.573,0.031,2.549,0.0615,100.907,mrwy46a_cpx6_7 ,STM,MRWY46,Lava,0.967860924,1.991472816,0.016177418,0.005467911,0.000682441,0.003076694,0.91881933,0.015503648,0.000896857,0.076668173,0.002821714,0.926600252,49.2964423,3.904970292,46.79858741
48,18.459,55.607,0.183,0.109,0.005,0.11,23.4,0.51,0.016,2.672,0.069,101.071,mrwy46a_cpx6_8 ,STM,MRWY46,Lava,0.98670115,1.993900449,0.012722198,0.004606255,0.000141747,0.003340762,0.898993808,0.013757493,0.0004615,0.08012565,0.00315629,0.924893479,50.19283785,4.075939048,45.7312231
49,18.165,55.263,0.394,0.085,0,0.126,23.364,0.537,0.02,2.82,0.0653,100.774,mrwy46a_cpx6_9 ,STM,MRWY46,Lava,0.975825246,1.991441924,0.02752748,0.003609937,0,0.003845763,0.902084506,0.014558029,0.00057975,0.08498522,0.003001927,0.919886518,49.71357409,4.329585688,45.95684023
50,17.988,55.379,0.188,0.102,0,0.097,24.224,0.401,0.005,2.597,0.0728,100.981,mrwy46a_cpx7_1 ,STM,MRWY46,Lava,0.964596395,1.992069131,0.013111555,0.004324212,0,0.002955356,0.933623967,0.010851725,0.000144679,0.078125418,0.003340753,0.925075493,48.80706631,3.953023723,47.23990997
51,17.801,54.923,0.196,0.142,0.021,0.142,23.519,0.541,0.016,2.751,0.0712,100.052,mrwy46a_cpx7_2 ,STM,MRWY46,Lava,0.962982572,1.993080404,0.013789981,0.006073044,0.000602503,0.004364532,0.914442195,0.014769403,0.000467055,0.083487655,0.00329613,0.920219751,49.10890262,4.25759224,46.63350514
52,17.988,55.357,0.206,0.123,0.02,0.116,23.576,0.506,0.032,2.783,0.0702,100.707,mrwy46a_cpx7_3 ,STM,MRWY46,Lava,0.966394263,1.994989211,0.014393694,0.00522421,0.000569859,0.003540828,0.910342808,0.013718721,0.000927674,0.083876889,0.003227445,0.920137872,49.29038977,4.278093044,46.43151718
53,17.78,55.166,0.293,0.156,0.017,0.122,23.78,0.704,0,2.764,0.0696,100.782,mrwy46a_cpx7_4 ,STM,MRWY46,Lava,0.955640911,1.988982734,0.020481614,0.00662875,0.000484594,0.003725616,0.918624884,0.019095335,0,0.083340991,0.003201272,0.919785907,48.81679598,4.257289658,46.92591437
54,17.785,55.357,0.281,0.127,0,0.115,23.924,0.576,0.013,2.822,0.0759,101,mrwy46a_cpx7_5 ,STM,MRWY46,Lava,0.954045634,1.991977212,0.019604473,0.005385959,0,0.003505003,0.922385466,0.015592991,0.000376299,0.084923901,0.003484234,0.918261414,48.64217002,4.329858734,47.02797125
55,17.845,55.055,0.231,0.116,0.01,0.141,23.633,0.55,0,2.762,0.086,100.343,mrwy46a_cpx7_6 ,STM,MRWY46,Lava,0.962770933,1.992506402,0.016208842,0.004947758,0.000286136,0.00432216,0.916407534,0.014974791,0,0.083596431,0.003970591,0.920107952,49.05152056,4.259094171,46.68938527
56,17.829,55.237,0.191,0.09,0,0.135,23.74,0.477,0.002,2.864,0.1088,100.565,mrwy46a_cpx8_1 ,STM,MRWY46,Lava,0.959911705,1.994945,0.013374306,0.003830812,0,0.004129652,0.918646438,0.012960279,5.81E-05,0.086503755,0.005012836,0.917333259,48.84892968,4.402088071,46.74898225
57,18.024,55.482,0.175,0.115,0.003,0.101,23.768,0.438,0,2.699,0.0975,100.805,mrwy46a_cpx8_2 ,STM,MRWY46,Lava,0.966868165,1.996478929,0.012209214,0.004877059,8.54E-05,0.003078313,0.916372609,0.011857192,0,0.081222549,0.004475803,0.922504276,49.21792908,4.134592266,46.64747865
58,17.728,55.134,0.234,0.141,0.017,0.096,23.903,0.57,0.004,2.667,0.0966,100.494,mrwy46a_cpx8_3 ,STM,MRWY46,Lava,0.955013916,1.992351678,0.016394546,0.006005002,0.000485696,0.002938303,0.925477249,0.015495888,0.000116274,0.080599179,0.004453253,0.922172499,48.69810914,4.109916678,47.19197418
59,17.456,55.176,0.24,0.077,0,0.123,23.989,0.503,0.012,2.827,0.0928,100.403,mrwy46a_cpx8_4 ,STM,MRWY46,Lava,0.942045959,1.997441697,0.016845045,0.003285202,0,0.003771445,0.930471083,0.013698941,0.000349448,0.085587593,0.004285738,0.916713898,48.11009291,4.370940724,47.51896636
60,18.056,55.183,0.214,0.109,0,0.133,23.346,0.532,0.021,2.812,0.0901,100.406,mrwy46a_cpx8_5 ,STM,MRWY46,Lava,0.972689198,1.99413426,0.014993392,0.004642192,0,0.004070798,0.903916693,0.014462915,0.000610444,0.084981719,0.004153628,0.919652023,49.58683434,4.332292788,46.08087287
61,17.922,55.212,0.208,0.134,0.003,0.143,23.625,0.636,0.011,2.736,0.1102,100.63,mrwy46a_cpx8_6 ,STM,MRWY46,Lava,0.963698656,1.991520588,0.014546272,0.005696441,8.56E-05,0.00436884,0.913040361,0.01725852,0.00031917,0.082533169,0.005070919,0.921113881,49.18656341,4.212440176,46.60099641
63,18.018,55.06,0.236,0.175,0.018,0.099,23.621,0.678,0,2.533,0.1134,100.438,mrwy46a_cpx9_2 ,STM,MRWY46,Lava,0.970017782,1.988409644,0.016524134,0.007448267,0.000513939,0.003028194,0.913975956,0.018420205,0,0.076500795,0.005224401,0.926899726,49.47821916,3.902117235,46.6196636
64,17.779,54.838,0.259,0.12,0.025,0.123,23.797,0.585,0.006,2.57,0.1025,100.102,mrwy46a_cpx9_3 ,STM,MRWY46,Lava,0.961602555,1.989602998,0.018218878,0.005131137,0.000717124,0.003779799,0.925068446,0.015967459,0.000175111,0.077979249,0.004744194,0.92498979,48.94522854,3.969116077,47.08565539
65,17.751,54.786,0.353,0.243,0.006,0.121,22.986,0.771,0.013,2.853,0.0924,99.883,mrwy46a_cpx9_4 ,STM,MRWY46,Lava,0.961335731,1.99029932,0.024863402,0.010404054,0.000172333,0.003723171,0.894703304,0.021071638,0.0003799,0.086678558,0.004282275,0.91729258,49.48406986,4.461716843,46.0542133
66,17.89,54.921,0.341,0.154,0.006,0.164,22.74,0.784,0.013,3.062,0.0878,100.075,mrwy46a_cpx9_5 ,STM,MRWY46,Lava,0.967267574,1.991917127,0.023978623,0.006582655,0.00017205,0.005037969,0.883670033,0.021391636,0.000379275,0.092875063,0.004062385,0.912393805,49.76135763,4.777984234,45.46065814
67,17.766,54.77,0.367,0.156,0,0.082,23.662,0.651,0.006,2.663,0.0845,100.123,mrwy46a_cpx9_6 ,STM,MRWY46,Lava,0.961076463,1.98750196,0.025820695,0.006671707,0,0.00252033,0.919990012,0.017772189,0.000175143,0.080815953,0.003911788,0.922433496,48.98746479,4.119306612,46.8932286
68,17.827,55.097,0.257,0.149,0.041,0.107,23.81,0.632,0.02,2.565,0.0124,100.505,mrwy46a_cpx9_7 ,STM,MRWY46,Lava,0.960258568,1.990831114,0.018004316,0.006345126,0.001171277,0.003274681,0.921791502,0.017179822,0.000581318,0.077509501,0.000571586,0.925311345,49.00379565,3.95545521,47.04074914
69,18.104,55.131,0.227,0.127,0.019,0.113,23.727,0.595,0.035,2.563,0.0111,100.641,mrwy46a_cpx9_8 ,STM,MRWY46,Lava,0.973672808,1.988982269,0.015878078,0.005399907,0.000541949,0.003452966,0.917159163,0.016149055,0.001015735,0.07732942,0.000510872,0.926423163,49.4711873,3.929018237,46.59979447
70,17.937,55.334,0.214,0.122,0.021,0.099,24.031,0.535,0.011,2.357,0.0163,100.661,mrwy46a_cpx9_9 ,STM,MRWY46,Lava,0.963687034,1.99422802,0.01495318,0.005181913,0.000598372,0.003022016,0.927943276,0.014505465,0.000318899,0.071040079,0.000749418,0.931344141,49.10080873,3.61956238,47.27962889
73,10.397,49.952,2.187,0.585,0.022,0.3,19.885,2.938,0,12.173,0.028,98.439,mrwy47_cpx1_3 ,STM,MRWY47,Cumul,0.600894966,1.936600072,0.16438905,0.026729476,0.00067434,0.009851154,0.82599895,0.085690755,0,0.394680609,0.001384838,0.603565396,32.9876685,21.66700311,45.34532839
74,9.849,50.707,1.524,0.398,0.011,0.342,19.308,2.597,0.002,13.774,0.038,98.512,mrwy47_cpx1_4 ,STM,MRWY47,Cumul,0.569378151,1.966405671,0.114584852,0.01819013,0.000337262,0.011233371,0.802249267,0.075765634,6.24E-05,0.44671073,0.001879934,0.560362544,31.31310595,24.56697787,44.11991617
79,13.505,51.956,0.231,2.571,0.039,0.237,23.372,0.168,0,8.115,0.0237,100.194,mrwy47_cpx2_1 ,STM,MRWY47,Cumul,0.749551029,1.934366959,0.016674475,0.112811339,0.001147988,0.007473608,0.932321871,0.004705519,0,0.25266948,0.001125655,0.747890332,38.74565049,13.06094312,48.19340639
80,13.426,52.334,0.212,2.133,0.006,0.303,23.027,0.073,0,8.601,0.0336,100.115,mrwy47_cpx2_2 ,STM,MRWY47,Cumul,0.746266446,1.951316617,0.015325573,0.09373077,0.000176874,0.009568971,0.919915659,0.002047679,0,0.268196969,0.001598221,0.735626771,38.57912112,13.86475758,47.5561213
81,13.768,52.592,0.167,1.622,0,0.272,23,0.113,0.006,8.46,0.0112,100,mrwy47_cpx2_3 ,STM,MRWY47,Cumul,0.765516976,1.961553674,0.012076304,0.071298251,0,0.008592671,0.919126279,0.003170692,0.000180015,0.263883343,0.000532908,0.743653331,39.28696569,13.54271189,47.17032242
82,13.213,51.796,0.258,2.54,0,0.258,22.991,0.069,0.017,9.067,0.0112,100.209,mrwy47_cpx2_4 ,STM,MRWY47,Cumul,0.735937012,1.935227262,0.018689277,0.111845106,0,0.008164588,0.920365753,0.001939456,0.000510931,0.283309066,0.000533836,0.722040563,37.94248934,14.60648266,47.451028
83,14.143,52.485,0.22,2.052,0.02,0.227,23.283,0.136,0.002,7.615,0.0084,100.183,mrwy47_cpx2_5 ,STM,MRWY47,Cumul,0.7826295,1.948257761,0.015833282,0.089771005,0.000586963,0.007137003,0.926012798,0.003797915,5.97E-05,0.236397144,0.000397781,0.768016719,40.23720459,12.15384836,47.60894705
85,12.365,51.441,0.203,2.922,0.002,0.328,22.831,0.151,0,9.873,0.0094,100.116,mrwy47_cpx2_7 ,STM,MRWY47,Cumul,0.691630867,1.930128352,0.014767598,0.129212497,5.93E-05,0.01042388,0.917843336,0.004262347,0,0.309804006,0.000449944,0.690639886,36.0359881,16.14169352,47.82231839
86,14.314,52.577,0.191,2.128,0.067,0.248,23.724,0.299,0,7.181,0.0131,100.729,mrwy47_cpx2_8 ,STM,MRWY47,Cumul,0.787343416,1.939972307,0.013663757,0.092537736,0.001954537,0.007750509,0.937895563,0.008299769,0,0.221587756,0.00061663,0.780373763,40.44239798,11.38199678,48.17560524
87,13.867,52.476,0.19,2.385,0.003,0.243,23.608,0.12,0.008,7.748,0.9931,100.648,mrwy47_cpx2_9 ,STM,MRWY47,Cumul,0.761739759,1.933665609,0.013574108,0.103575384,8.74E-05,0.007584129,0.932066038,0.003326573,0.000237131,0.238765386,0.046683928,0.761355164,39.41587073,12.35480421,48.22932506
88,12.759,52.08,0.182,2.019,0.008,0.283,24.263,0.137,0.005,8.902,3.94,100.638,mrwy47_cpx2_10 ,STM,MRWY47,Cumul,0.698682493,1.913069465,0.012961886,0.087406474,0.000232337,0.008804911,0.954929039,0.003785955,0.000147743,0.273469225,0.184633176,0.718696969,36.25600486,14.19085442,49.55314071
90,10.292,49.222,0.22,3.705,0.003,0.3,23.965,0.38,0,11.779,0.3249,99.866,mrwy47_cpx2_12 ,STM,MRWY47,Cumul,0.585920949,1.879728151,0.016289041,0.16675218,9.06E-05,0.009703666,0.980573292,0.010917281,0,0.376188328,0.015828482,0.608996258,30.16040594,19.36437449,50.47521957
91,10.032,49.35,0.308,3.229,0.014,0.457,23.268,0.334,0.004,12.719,0.3294,99.715,mrwy47_cpx2_13 ,STM,MRWY47,Cumul,0.573915632,1.893844115,0.022916317,0.146040273,0.000424771,0.014854296,0.95671584,0.0096427,0.000123479,0.408198255,0.016126288,0.584367699,29.60113641,21.05384756,49.34501603
92,10.228,49.069,0.388,3.775,0,0.562,21.878,0.51,0.016,12.749,0,99.175,mrwy47_cpx3_1 ,STM,MRWY47,Cumul,0.587211278,1.889763329,0.028971366,0.171342336,0,0.018332231,0.9027649,0.014776293,0.000495676,0.410617483,0,0.588489029,30.89620313,21.60469599,47.49910088
93,10.67,49.052,0.297,3.769,0,0.397,22.335,0.712,0,11.954,0.0074,99.186,mrwy47_cpx3_2 ,STM,MRWY47,Cumul,0.61060074,1.882981996,0.022104614,0.170515202,0,0.012907994,0.918633423,0.020561962,0,0.383763622,0.000362389,0.614061368,31.91852835,20.06085031,48.02062134
94,10.454,48.525,0.3,4.016,0.016,0.352,22.276,0.843,0.006,11.969,0.0109,98.757,mrwy47_cpx3_3 ,STM,MRWY47,Cumul,0.60132575,1.872360158,0.022443064,0.182627036,0.000488105,0.011503905,0.9209327,0.024470708,0.000186231,0.386227168,0.000536542,0.608904839,31.50800535,20.23736328,48.25463138
95,10.729,49.206,0.293,3.714,0.009,0.393,22.282,0.757,0.004,12.106,0.0075,99.493,mrwy47_cpx3_4 ,STM,MRWY47,Cumul,0.612240045,1.883549725,0.021745214,0.167551548,0.000272377,0.012741788,0.913860771,0.021799675,0.000123168,0.387543808,0.000366247,0.612372407,31.99340343,20.25160801,47.75498856
96,10.903,49.456,0.279,3.367,0.024,0.404,22.549,0.57,0,11.803,0.0117,99.355,mrwy47_cpx3_5 ,STM,MRWY47,Cumul,0.622525585,1.894203878,0.020718055,0.151984174,0.000726756,0.013105931,0.925341112,0.016423953,0,0.378060449,0.000571673,0.622160977,32.32342335,19.63004935,48.0465273
97,10.634,49.337,0.277,3.728,0,0.422,22.15,0.525,0.017,12.372,0.0114,99.462,mrwy47_cpx3_6 ,STM,MRWY47,Cumul,0.607251287,1.889909756,0.020572408,0.168302959,0,0.013691769,0.909094221,0.015129436,0.000523835,0.396341314,0.000557092,0.605077485,31.74859993,20.72170466,47.52969541
98,11.384,51.248,0.249,1.94,0.003,0.548,21.952,0.331,0,12.226,0.0132,99.881,mrwy47_cpx3_7 ,STM,MRWY47,Cumul,0.645040565,1.947895267,0.018349535,0.086903632,9.02E-05,0.017642009,0.893983725,0.009464808,0,0.38862808,0.000640054,0.62403031,33.46249432,20.16069321,46.37681247
99,10.68,48.984,0.319,3.98,0.011,0.425,21.793,0.766,0,12.397,0.0094,99.355,mrwy47_cpx3_8 ,STM,MRWY47,Cumul,0.610461027,1.878181149,0.023714335,0.1798514,0.000333461,0.013802284,0.895296913,0.022095667,0,0.397521788,0.000459796,0.605626423,32.07416217,20.88614627,47.03969155
100,10.584,48.684,0.306,3.893,0,0.398,21.692,0.776,0.008,12.618,0.0106,98.959,mrwy47_cpx3_9 ,STM,MRWY47,Cumul,0.608264448,1.876831989,0.022871656,0.176876879,0,0.01299574,0.89599498,0.022505879,0.000248089,0.406809205,0.000521313,0.599231835,31.82849833,21.28700131,46.88450035
101,10.858,50.485,0.399,2.442,0,0.423,22.867,0.429,0,11.57,0.0111,99.473,mrwy47_cpx3_10 ,STM,MRWY47,Cumul,0.618404973,1.928777083,0.029554908,0.109954461,0,0.013687963,0.936042798,0.012330256,0,0.369669943,0.000540999,0.625868507,32.13966424,19.21243906,48.6478967
102,10.484,48.977,0.327,4.057,0,0.396,22.143,0.749,0.006,12.318,0.0257,99.457,mrwy47_cpx3_11 ,STM,MRWY47,Cumul,0.59888021,1.876729454,0.024293735,0.183215418,0,0.012852377,0.909102366,0.021591679,0.000184943,0.39473969,0.001256309,0.60272566,31.47491469,20.7460488,47.77903652
103,9.963,48.558,0.307,4.17,0.002,0.357,22.649,0.736,0.016,12.623,0.0346,99.381,mrwy47_cpx3_12 ,STM,MRWY47,Cumul,0.571577805,1.86871279,0.022906418,0.189132142,6.09E-05,0.011636672,0.93389411,0.021308589,0.000495312,0.406261301,0.00169868,0.584531547,29.89840845,21.25094114,48.85065041
104,9.207,47.527,0.317,4.871,0.001,0.347,22.629,0.753,0,13.315,0.0435,98.967,mrwy47_cpx3_13 ,STM,MRWY47,Cumul,0.532902609,1.845298571,0.023862863,0.222890671,3.07E-05,0.011411284,0.94136586,0.021994613,0,0.432343088,0.002154613,0.552090116,27.95024539,22.67599219,49.37376241
105,12.505,51.679,0.182,2.663,0.007,0.339,22.908,0.182,0.009,10.266,,100.74,mrwy47_cpx4_1 ,STM,MRWY47,Cumul,0.696496525,1.930838279,0.013183788,0.11726016,0.000206776,0.010727791,0.917034787,0.00511562,0.00027049,0.32077031,0,0.684674366,36.00764829,16.58326221,47.4090895
106,12.639,51.653,0.219,2.313,0.017,0.327,22.999,0.177,0.024,9.796,,100.164,mrwy47_cpx4_2 ,STM,MRWY47,Cumul,0.70714997,1.938612035,0.015935897,0.102310099,0.000504445,0.010394938,0.924849668,0.004997626,0.000724576,0.307471761,0,0.696959219,36.46096406,15.85337951,47.68565643
107,11.595,50.339,0.321,3.442,0.007,0.414,22.547,0.144,0,11.115,,99.924,mrwy47_cpx4_3 ,STM,MRWY47,Cumul,0.654791759,1.906924843,0.023576051,0.153669394,0.000209651,0.013283366,0.915133798,0.004103804,0,0.352127193,0,0.650292417,34.0673147,18.32037092,47.61231438
108,11.541,50.387,0.308,3.46,0.003,0.419,22.55,0.152,0.021,11.193,,100.034,mrwy47_cpx4_4 ,STM,MRWY47,Cumul,0.651201275,1.907158745,0.02260248,0.154344785,8.98E-05,0.013432633,0.914495822,0.004328197,0.000639389,0.354303915,0,0.647635916,33.9167152,18.45331917,47.62996564
109,12.969,51.636,0.242,2.3,0,0.296,23.124,0.252,0.016,9.531,,100.366,mrwy47_cpx4_5 ,STM,MRWY47,Cumul,0.723668896,1.932780561,0.017562339,0.101462442,0,0.009384269,0.927384334,0.007096196,0.000481756,0.298352397,0,0.708076144,37.12254062,15.30478794,47.57267145
110,13.353,51.478,0.215,2.942,0.032,0.29,22.725,0.617,0,8.572,,100.224,mrwy47_cpx4_6 ,STM,MRWY47,Cumul,0.74183392,1.918430387,0.015534593,0.129215486,0.000942853,0.009153795,0.90739234,0.017298349,0,0.26715767,0,0.735223096,38.71008875,13.94071749,47.34919375
111,12.371,51.249,0.242,2.775,0.011,0.365,22.874,0.193,0.003,10.174,,100.257,mrwy47_cpx4_7 ,STM,MRWY47,Cumul,0.692823018,1.925304553,0.017626515,0.122863971,0.00032672,0.011614104,0.920710289,0.005454645,9.07E-05,0.319644238,0,0.684291777,35.83856122,16.53465503,47.62678374
112,13.711,52.302,0.163,1.933,0.008,0.235,23.289,0.309,0,8.316,,100.266,mrwy47_cpx4_8 ,STM,MRWY47,Cumul,0.760781185,1.946728871,0.01176283,0.084794278,0.000235422,0.00740856,0.928762885,0.008652483,0,0.258858696,0,0.746127333,39.04640243,13.28568716,47.66791041
113,13.405,52.727,0.425,1.529,0.064,0.274,22.951,0.328,0,8.65,,100.353,mrwy47_cpx4_9 ,STM,MRWY47,Cumul,0.743899896,1.962805573,0.030673984,0.067080953,0.001883622,0.008639201,0.915403716,0.009185719,0,0.269290748,0,0.734215125,38.57212856,13.96305796,47.46481348
114,13.782,52.228,0.218,2.276,0.032,0.275,22.775,0.448,0,8.288,,100.322,mrwy47_cpx4_10 ,STM,MRWY47,Cumul,0.763229936,1.940184752,0.015701214,0.099645908,0.000939851,0.008652691,0.90649396,0.012520245,0,0.257484173,0,0.747741144,39.60288192,13.36047608,47.036642
