   No. ,   SiO2  ,   Al2O3 ,   Na2O  ,   F     ,   K2O   ,   MnO   ,   CaO   ,   MgO   ,   TiO2  ,   FeO   ,   Cr2O3 ,   NiO   ,   Cl    ,   Rb2O  ,   BaO   ,  Total  ,Comment  ,Location,Sample,type,   Si  ,   Al,   Na  ,   K,   Mn ,   Ca,   Mg ,   Ti ,   Fe,   Cr,   Ni   ,   Rb ,   Ba   ,   Cl    ,   F     ,OH
213,41.85,11.13,0.18,1.33,10.94,0.01,0,24.89,1.85,2.7,,,,,,94.88,mrwy263_phl6_6 ,EH,MRWY263,lava+xeno,5.98,1.87,0.05,1.99,0,0,5.3,0.3,0.32,0,0,0,0,0,0.6,3.4
214,42.17,11.3,0.19,1.45,10.72,0.01,0.02,24.69,1.79,2.71,,,,,,95.05,mrwy263_phl6_7 ,EH,MRWY263,lava+xeno,6.01,1.9,0.05,1.95,0,0,5.24,0.29,0.32,0,0,0,0,0,0.65,3.35
216,41.43,11.13,0.17,1.57,10.88,0,0.04,24.96,1.92,2.72,,,,,,94.81,mrwy263_phl7_2 ,EH,MRWY263,lava+xeno,5.94,1.88,0.05,1.99,0,0.01,5.33,0.31,0.33,0,0,0,0,0,0.71,3.29
217,41.77,11.26,0.16,1.53,10.9,0.03,0.01,24.35,1.99,2.56,,,,,,94.56,mrwy263_phl7_3 ,EH,MRWY263,lava+xeno,5.99,1.9,0.04,1.99,0,0,5.2,0.32,0.31,0,0,0,0,0,0.69,3.31
218,41.68,11.06,0.15,1.74,10.99,0.04,0.03,24.34,1.89,2.91,,,,,,94.82,mrwy263_phl7_4 ,EH,MRWY263,lava+xeno,5.99,1.87,0.04,2.01,0,0,5.21,0.31,0.35,0,0,0,0,0,0.79,3.21
219,41.9,11.21,0.19,1.55,10.93,0,0.02,24.45,1.84,2.65,,,,,,94.74,mrwy263_phl7_5 ,EH,MRWY263,lava+xeno,6,1.89,0.05,2,0,0,5.22,0.3,0.32,0,0,0,0,0,0.7,3.3
220,41.79,10.65,0.18,1.91,10.82,0.04,0.01,24.93,1.74,1.57,,,,,,93.64,mrwy263_phl7_6 ,EH,MRWY263,lava+xeno,6.05,1.82,0.05,2,0,0,5.38,0.28,0.19,0,0,0,0,0,0.87,3.13
221,41.89,11.08,0.17,2.03,10.95,0.02,0.03,24.99,1.73,2.69,,,,,,95.58,mrwy263_phl7_7 ,EH,MRWY263,lava+xeno,5.99,1.87,0.05,2,0,0,5.32,0.28,0.32,0,0,0,0,0,0.92,3.08
222,41.89,10.83,0.13,1.74,10.85,0.01,0.06,24.6,1.86,3,,,,,,94.97,mrwy263_phl7_8 ,EH,MRWY263,lava+xeno,6.01,1.83,0.04,1.98,0,0.01,5.26,0.3,0.36,0,0,0,0,0,0.79,3.21
223,41.87,11.14,0.15,2.38,10.95,0.01,0.01,24.38,2.19,2.79,,,,,,95.87,mrwy263_phl7_9 ,EH,MRWY263,lava+xeno,5.97,1.87,0.04,1.99,0,0,5.19,0.35,0.33,0,0,0,0,0,1.07,2.93
224,41.85,11.33,0.16,2.32,11.11,0.02,0.01,23.92,2.23,1.4,,,,,,94.35,mrwy263_phl7_10 ,EH,MRWY263,lava+xeno,6.02,1.92,0.05,2.04,0,0,5.13,0.36,0.17,0,0,0,0,0,1.06,2.94
225,41.73,10.77,0.1,2.53,11.01,0.03,0,24.67,2,3.04,,,,,,95.88,mrwy263_phl7_11 ,EH,MRWY263,lava+xeno,5.98,1.82,0.03,2.01,0,0,5.27,0.32,0.36,0,0,0,0,0,1.15,2.85
226,41.83,11.12,0.14,2.28,10.95,0,0,24.34,2.17,2.84,,,,,,95.67,mrwy263_phl7_12 ,EH,MRWY263,lava+xeno,5.98,1.87,0.04,2,0,0,5.18,0.35,0.34,0,0,0,0,0,1.03,2.97
227,41.32,11.23,0.25,2.3,10.91,0,0.09,23.51,2.25,2.76,,,,,,94.62,mrwy263_phl7_13 ,EH,MRWY263,lava+xeno,5.97,1.91,0.07,2.01,0,0.01,5.07,0.37,0.33,0,0,0,0,0,1.05,2.95
228,41.85,11.13,0.09,2.27,11.05,0.05,0,24.18,2.08,1.37,,,,,,94.07,mrwy263_phl7_14 ,EH,MRWY263,lava+xeno,6.04,1.89,0.03,2.03,0.01,0,5.2,0.34,0.17,0,0,0,0,0,1.04,2.96
229,42.13,10.77,0.18,1.88,10.87,0.02,0,23.69,2.43,2.76,,,,,,94.73,mrwy263_phl7_15 ,EH,MRWY263,lava+xeno,6.04,1.82,0.05,1.99,0,0,5.06,0.39,0.33,0,0,0,0,0,0.85,3.15
234,41.9,11.13,0.19,1.9,10.98,0.03,0.04,24.15,2.29,2.62,,,,,,95.23,mrwy263_phl7_20 ,EH,MRWY263,lava+xeno,5.98,1.87,0.05,2,0,0.01,5.14,0.37,0.31,0,0,0,0,0,0.86,3.14
235,42.27,10.58,0.15,2.01,11.07,0.03,0,24.06,2.23,1.31,,,,,,93.7,mrwy263_phl7_21 ,EH,MRWY263,lava+xeno,6.1,1.8,0.04,2.04,0,0,5.18,0.36,0.16,0,0,0,0,0,0.92,3.08
236,41.44,10.93,0.11,2.81,11.07,0.01,0.04,24.09,1.96,3.87,,,,,,96.33,mrwy300_phl1_1 ,EH,MRWY300,lava+xeno,5.96,1.85,0.03,2.03,0,0.01,5.16,0.32,0.47,0,0,0,0,0,1.28,2.72
237,41.76,10.9,0.14,1.99,10.94,0.02,0,24.37,1.89,3.74,,,,,,95.76,mrwy300_phl1_2 ,EH,MRWY300,lava+xeno,5.98,1.84,0.04,2,0,0,5.2,0.31,0.45,0,0,0,0,0,0.9,3.1
238,41.72,10.68,0.12,2.57,10.96,0.01,0.02,23.87,1.88,2.28,,,,,,94.11,mrwy300_phl1_3 ,EH,MRWY300,lava+xeno,6.07,1.83,0.03,2.03,0,0,5.18,0.31,0.28,0,0,0,0,0,1.18,2.82
239,41.72,10.8,0.09,2.5,11.05,0.01,0,24.01,1.89,4.11,,,,,,96.19,mrwy300_phl1_4 ,EH,MRWY300,lava+xeno,5.99,1.83,0.03,2.02,0,0,5.14,0.31,0.49,0,0,0,0,0,1.14,2.86
240,41.67,11.25,0.09,2.27,11.12,0.02,0.02,24.25,1.21,1.92,,,,,,93.82,mrwy300_phl1_5 ,EH,MRWY300,lava+xeno,6.07,1.93,0.02,2.07,0,0,5.27,0.2,0.23,0,0,0,0,0,1.05,2.95
241,41.71,11.36,0.04,2.64,11.21,0.02,0.01,24.75,0.88,3.55,,,,,,96.17,mrwy300_phl1_6 ,EH,MRWY300,lava+xeno,6.01,1.93,0.01,2.06,0,0,5.32,0.14,0.43,0,0,0,0,0,1.2,2.8
242,41.85,10.82,0.09,2.68,11.13,0,0.02,24.2,1.49,2.11,,,,,,94.39,mrwy300_phl1_7 ,EH,MRWY300,lava+xeno,6.09,1.85,0.02,2.07,0,0,5.25,0.24,0.26,0,0,0,0,0,1.23,2.77
243,41.01,12.05,0.09,2.55,11.16,0,0,24.13,1,3.7,,,,,,95.69,mrwy300_phl1_8 ,EH,MRWY300,lava+xeno,5.94,2.06,0.02,2.06,0,0,5.21,0.16,0.45,0,0,0,0,0,1.17,2.83
251,39.3,16.13,0.09,1.39,11.9,0.03,0.13,19.27,0.34,4.94,,,,,,93.52,mrwy300_phl2_5 ,EH,MRWY300,lava+xeno,5.82,2.81,0.02,2.25,0,0.02,4.25,0.06,0.61,0,0,0,0,0,0.65,3.35
256,41.85,10.68,0.15,2.53,10.9,0.03,0.04,24.49,2,3.91,,,,,,96.57,mrwy300_phl3_1 ,EH,MRWY300,lava+xeno,5.98,1.8,0.04,1.99,0,0.01,5.21,0.32,0.47,0,0,0,0,0,1.14,2.86
257,41.49,10.88,0.18,1.58,11.03,0.03,0.04,24.54,2.01,3.83,,,,,,95.61,mrwy300_phl3_2 ,EH,MRWY300,lava+xeno,5.93,1.83,0.05,2.01,0,0.01,5.23,0.32,0.46,0,0,0,0,0,0.71,3.29
258,41.68,10.91,0.17,2.19,10.88,0.01,0.04,24.73,1.96,3.86,,,,,,96.43,mrwy300_phl3_3 ,EH,MRWY300,lava+xeno,5.94,1.83,0.05,1.98,0,0.01,5.26,0.32,0.46,0,0,0,0,0,0.99,3.01
259,42.81,10.31,0.17,1.79,11.06,0.02,0.06,24.89,2.07,3.34,,,,,,96.52,mrwy300_phl3_4 ,EH,MRWY300,lava+xeno,6.05,1.72,0.05,1.99,0,0.01,5.24,0.33,0.39,0,0,0,0,0,0.8,3.2
260,41.92,10.69,0.15,2.08,10.96,0.03,0.01,24.56,2,4.21,,,,,,96.6,mrwy300_phl3_5 ,EH,MRWY300,lava+xeno,5.97,1.79,0.04,1.99,0,0,5.21,0.32,0.5,0,0,0,0,0,0.94,3.06
261,41.53,10.91,0.16,1.83,10.95,0.03,0.06,24.25,1.95,3.71,,,,,,95.38,mrwy300_phl3_6 ,EH,MRWY300,lava+xeno,5.96,1.85,0.05,2.01,0,0.01,5.19,0.32,0.45,0,0,0,0,0,0.83,3.17
262,41.6,10.65,0.16,1.78,10.82,0.02,0.19,24.17,1.93,4.09,,,,,,95.42,mrwy300_phl3_7 ,EH,MRWY300,lava+xeno,5.98,1.8,0.04,1.98,0,0.03,5.18,0.31,0.49,0,0,0,0,0,0.81,3.19
263,41.9,11.02,0.19,1.37,10.89,0.03,0.05,24.6,2.21,3.79,,,,,,96.06,mrwy300_phl3_8 ,EH,MRWY300,lava+xeno,5.93,1.84,0.05,1.97,0,0.01,5.19,0.35,0.45,0,0,0,0,0,0.61,3.39
271,42.47,10.79,0.02,0,6.84,0.17,1.17,33.12,0.06,4.62,,,,,,99.25,mrwy300_phl4_8 ,EH,MRWY300,lava+xeno,5.73,1.71,0,1.18,0.02,0.17,6.66,0.01,0.52,0,0,0,0,0,0,4
276,42,11.37,0.1,3.03,11.25,0.05,0.03,24.95,0.86,3.59,,,,,,97.22,mrwy300_phl5_1 ,EH,MRWY300,lava+xeno,6.02,1.92,0.03,2.06,0.01,0,5.33,0.14,0.43,0,0,0,0,0,1.37,2.63
277,41.91,10.85,0.1,2.99,11.03,0.03,0,24.24,1.8,4.44,,,,,,97.39,mrwy300_phl5_2 ,EH,MRWY300,lava+xeno,5.98,1.83,0.03,2.01,0,0,5.16,0.29,0.53,0,0,0,0,0,1.35,2.65
278,41.8,11,0.09,2.78,11.08,0.01,0.01,24.28,1.97,3.77,,,,,,96.79,mrwy300_phl5_3 ,EH,MRWY300,lava+xeno,5.97,1.85,0.03,2.02,0,0,5.17,0.32,0.45,0,0,0,0,0,1.26,2.74
279,41.82,11.06,0.08,2.94,11.06,0.01,0,24.23,1.89,3.88,,,,,,96.97,mrwy300_phl5_4 ,EH,MRWY300,lava+xeno,5.98,1.86,0.02,2.02,0,0,5.16,0.3,0.46,0,0,0,0,0,1.33,2.67
280,41.37,11.05,0.11,2.66,11.05,0.03,0.03,24.09,1.94,3.83,,,,,,96.16,mrwy300_phl5_5 ,EH,MRWY300,lava+xeno,5.95,1.87,0.03,2.03,0,0,5.16,0.31,0.46,0,0,0,0,0,1.21,2.79
281,41.77,10.43,0.11,3.01,11.05,0.03,0.02,24.05,1.74,2.58,,,,,,94.79,mrwy300_phl5_6 ,EH,MRWY300,lava+xeno,6.08,1.79,0.03,2.05,0,0,5.22,0.29,0.31,0,0,0,0,0,1.39,2.61
282,41.6,10.63,0.09,3.11,11.08,0.02,0.01,23.63,1.78,5.05,,,,,,97,mrwy300_phl5_7 ,EH,MRWY300,lava+xeno,6,1.81,0.02,2.04,0,0,5.08,0.29,0.61,0,0,0,0,0,1.42,2.58
285,44.56,12.79,0.09,1.42,12.66,0.04,0.03,16.52,3.79,4.8,,,,,,96.7,mrwy300_phl5_10 ,EH,MRWY300,lava+xeno,6.24,2.11,0.02,2.26,0,0.01,3.45,0.6,0.56,0,0,0,0,0,0.63,3.37
286,42.4,11.16,0.21,2.47,10.78,0.02,0.01,25.14,1.82,2.92,,,,,,96.93,mrwy300_phl6_1 ,EH,MRWY300,lava+xeno,5.99,1.86,0.06,1.94,0,0,5.3,0.29,0.35,0,0,0,0,0,1.1,2.9
287,42.15,11.08,0.19,1.77,10.96,0.01,0,25.05,1.86,2.93,,,,,,96,mrwy300_phl6_2 ,EH,MRWY300,lava+xeno,5.98,1.85,0.05,1.98,0,0,5.3,0.3,0.35,0,0,0,0,0,0.79,3.21
288,42.21,11.16,0.18,2.21,11.08,0.02,0,24.9,1.88,3.26,,,,,,96.9,mrwy300_phl6_3 ,EH,MRWY300,lava+xeno,5.97,1.86,0.05,2,0,0,5.25,0.3,0.39,0,0,0,0,0,0.99,3.01
289,42.26,11.13,0.16,1.81,10.97,0.04,0.01,25.12,1.8,3.01,,,,,,96.31,mrwy300_phl6_4 ,EH,MRWY300,lava+xeno,5.98,1.86,0.04,1.98,0,0,5.3,0.29,0.36,0,0,0,0,0,0.81,3.19
290,42.41,11.05,0.19,2.03,10.95,0.01,0,25.08,1.83,2.95,,,,,,96.51,mrwy300_phl6_5 ,EH,MRWY300,lava+xeno,6,1.84,0.05,1.98,0,0,5.29,0.29,0.35,0,0,0,0,0,0.91,3.09
291,42.44,11.14,0.17,2.3,10.98,0.01,0.05,24.97,1.87,3.05,,,,,,96.98,mrwy300_phl6_6 ,EH,MRWY300,lava+xeno,5.99,1.85,0.05,1.98,0,0.01,5.26,0.3,0.36,0,0,0,0,0,1.03,2.97
292,42.44,11.17,0.19,2.75,11.06,0.02,0,25.2,1.84,2.93,,,,,,97.6,mrwy300_phl6_7 ,EH,MRWY300,lava+xeno,5.98,1.86,0.05,1.99,0,0,5.3,0.29,0.35,0,0,0,0,0,1.23,2.77
293,42.64,11.05,0.2,2.36,11.07,0.01,0,25.26,1.84,2.96,,,,,,97.38,mrwy300_phl6_8 ,EH,MRWY300,lava+xeno,6,1.83,0.05,1.99,0,0,5.3,0.29,0.35,0,0,0,0,0,1.05,2.95
294,42.36,11.08,0.13,3.37,11.21,0.02,0.01,24.52,1.93,1.69,,,,,,96.32,mrwy300_phl6_9 ,EH,MRWY300,lava+xeno,6.05,1.87,0.04,2.04,0,0,5.22,0.31,0.2,0,0,0,0,0,1.52,2.48
295,42.44,11.18,0.19,1.97,10.97,0.03,0.02,25.16,1.85,3.1,,,,,,96.91,mrwy300_phl6_10 ,EH,MRWY300,lava+xeno,5.98,1.86,0.05,1.97,0,0,5.28,0.29,0.37,0,0,0,0,0,0.88,3.12
296,42.45,11.07,0.22,2.38,11.05,0.01,0.03,25.01,1.78,3.17,,,,,,97.16,mrwy300_phl6_11 ,EH,MRWY300,lava+xeno,6,1.84,0.06,1.99,0,0,5.27,0.28,0.37,0,0,0,0,0,1.06,2.94
120,41.52,12.08,0.18,1.82,10.98,0.03,0,25.7,1.68,2.92,,,,,,96.91,mrwy143_phl1_1 ,IB,MRWY143,lava+xeno,5.85,2.01,0.05,1.97,0,0,5.4,0.27,0.34,0,0,0,0,0,0.81,3.19
121,41.79,12.17,0.15,1.73,11.03,0.02,0,25.78,1.62,2.71,,,,,,96.99,mrwy143_phl1_2 ,IB,MRWY143,lava+xeno,5.87,2.01,0.04,1.98,0,0,5.4,0.26,0.32,0,0,0,0,0,0.77,3.23
122,41.54,12.21,0.16,1.79,11,0.01,0,25.55,1.68,2.82,,,,,,96.76,mrwy143_phl1_3 ,IB,MRWY143,lava+xeno,5.85,2.03,0.04,1.98,0,0,5.37,0.27,0.33,0,0,0,0,0,0.8,3.2
123,41.68,12.12,0.18,2.63,11.05,0.02,0,25.72,1.68,3.07,,,,,,98.15,mrwy143_phl1_4 ,IB,MRWY143,lava+xeno,5.85,2.01,0.05,1.98,0,0,5.38,0.27,0.36,0,0,0,0,0,1.17,2.83
124,41.5,12.19,0.17,1.85,11,0,0,25.56,1.67,3,,,,,,96.94,mrwy143_phl1_5 ,IB,MRWY143,lava+xeno,5.85,2.02,0.05,1.98,0,0,5.37,0.27,0.35,0,0,0,0,0,0.82,3.18
125,41.71,12.42,0.17,1.63,11.03,0.02,0,25.83,1.47,2.7,,,,,,96.97,mrwy143_phl1_6 ,IB,MRWY143,lava+xeno,5.86,2.06,0.05,1.98,0,0,5.41,0.23,0.32,0,0,0,0,0,0.72,3.28
126,41.81,12.08,0.17,2.04,11.02,0.04,0,25.88,1.74,2.98,,,,,,97.77,mrwy143_phl1_7 ,IB,MRWY143,lava+xeno,5.85,1.99,0.05,1.97,0.01,0,5.4,0.27,0.35,0,0,0,0,0,0.9,3.1
127,40.56,8.66,0.42,1.65,10.13,0.05,0.01,18.86,8.96,7.71,,,,,,97.01,mrwy143_phl1_8 ,IB,MRWY143,lava+xeno,5.64,1.42,0.11,1.8,0.01,0,3.91,1.41,0.9,0,0,0,0,0,0.73,3.27
138,38.78,16.09,0.16,1.52,10.9,0.05,0.02,23.45,1.02,3.55,,,,,,95.54,mrwy143_phl1_19 ,IB,MRWY143,lava+xeno,5.56,2.72,0.05,1.99,0.01,0,5.01,0.16,0.43,0,0,0,0,0,0.69,3.31
139,41.23,11.94,0.18,1.61,10.96,0,0.01,25.38,1.61,1.36,,,,,,94.28,mrwy143_phl3_1 ,IB,MRWY143,lava+xeno,5.92,2.02,0.05,2.01,0,0,5.43,0.26,0.16,0,0,0,0,0,0.73,3.27
140,41.12,12.1,0.16,1.64,10.88,0.02,0.02,25.7,1.58,2.75,,,,,,95.97,mrwy143_phl3_2 ,IB,MRWY143,lava+xeno,5.84,2.02,0.04,1.97,0,0,5.44,0.25,0.33,0,0,0,0,0,0.74,3.26
141,41.32,12.09,0.16,1.64,10.91,0.01,0.01,25.33,1.56,1.32,,,,,,94.36,mrwy143_phl3_3 ,IB,MRWY143,lava+xeno,5.92,2.04,0.04,1.99,0,0,5.41,0.25,0.16,0,0,0,0,0,0.74,3.26
142,41.62,12.04,0.17,1.87,10.91,0.01,0,25.4,1.6,3.15,,,,,,96.77,mrwy143_phl3_4 ,IB,MRWY143,lava+xeno,5.88,2,0.05,1.97,0,0,5.35,0.25,0.37,0,0,0,0,0,0.84,3.16
143,41.01,12.69,0.17,1.97,10.95,0.02,0,25.13,1.09,2.82,,,,,,95.85,mrwy143_phl3_5 ,IB,MRWY143,lava+xeno,5.86,2.14,0.05,2,0,0,5.36,0.18,0.34,0,0,0,0,0,0.89,3.11
144,41.42,12.33,0.18,2.33,10.87,0.04,0.01,25.23,1.33,3.16,,,,,,96.9,mrwy143_phl3_6 ,IB,MRWY143,lava+xeno,5.88,2.06,0.05,1.97,0,0,5.34,0.21,0.37,0,0,0,0,0,1.05,2.95
145,41.47,11.89,0.15,2.08,10.96,0.02,0,25.26,1.87,1.64,,,,,,95.34,mrwy143_phl3_7 ,IB,MRWY143,lava+xeno,5.91,2,0.04,1.99,0,0,5.37,0.3,0.2,0,0,0,0,0,0.94,3.06
146,42.12,11.84,0.17,1.65,10.98,0.02,0.01,25.94,1.66,2.67,,,,,,97.06,mrwy143_phl3_8 ,IB,MRWY143,lava+xeno,5.9,1.96,0.05,1.96,0,0,5.42,0.26,0.31,0,0,0,0,0,0.73,3.27
147,41.52,12.12,0.18,2.05,10.94,0.01,0,25.72,1.71,2.97,,,,,,97.21,mrwy143_phl3_9 ,IB,MRWY143,lava+xeno,5.84,2.01,0.05,1.96,0,0,5.4,0.27,0.35,0,0,0,0,0,0.91,3.09
148,39.78,7.48,0.49,1.22,9.84,0.09,0.03,16.8,9.63,9.22,,,,,,94.58,mrwy143_phl3_10 ,IB,MRWY143,lava+xeno,5.68,1.26,0.14,1.79,0.01,0,3.57,1.55,1.1,0,0,0,0,0,0.55,3.45
149,41.37,11.82,0.18,3.84,10.88,0.03,0.01,25.18,2.14,1.77,,,,,,97.22,mrwy143_phl3_11 Line 001 ,IB,MRWY143,lava+xeno,5.89,1.98,0.05,1.97,0,0,5.34,0.34,0.21,0,0,0,0,0,1.73,2.27
150,41.41,11.87,0.18,3.63,10.85,0.01,0,25.58,2.15,3.78,,,,,,99.47,mrwy143_phl3_11 Line 002 ,IB,MRWY143,lava+xeno,5.8,1.96,0.05,1.94,0,0,5.34,0.34,0.44,0,0,0,0,0,1.61,2.39
151,41.57,11.91,0.16,3.74,10.89,0.02,0.01,25.32,2.14,1.81,,,,,,97.57,mrwy143_phl3_11 Line 003 ,IB,MRWY143,lava+xeno,5.88,1.99,0.04,1.97,0,0,5.34,0.34,0.21,0,0,0,0,0,1.67,2.33
152,41.32,11.9,0.17,3.78,10.81,0.01,0,25.62,2.16,3.92,,,,,,99.69,mrwy143_phl3_11 Line 004 ,IB,MRWY143,lava+xeno,5.79,1.96,0.05,1.93,0,0,5.35,0.34,0.46,0,0,0,0,0,1.67,2.33
153,41.32,11.86,0.18,3.8,10.86,0.01,0,25.58,2.14,3.84,,,,,,99.59,mrwy143_phl3_11 Line 005 ,IB,MRWY143,lava+xeno,5.79,1.96,0.05,1.94,0,0,5.35,0.34,0.45,0,0,0,0,0,1.69,2.31
154,41.45,11.85,0.19,3.76,10.78,0.03,0.01,25.55,2.16,3.91,,,,,,99.68,mrwy143_phl3_11 Line 006 ,IB,MRWY143,lava+xeno,5.8,1.95,0.05,1.92,0,0,5.33,0.34,0.46,0,0,0,0,0,1.66,2.34
155,41.29,11.91,0.18,3.69,10.73,0.02,0.01,25.58,2.17,4,,,,,,99.58,mrwy143_phl3_11 Line 007 ,IB,MRWY143,lava+xeno,5.78,1.97,0.05,1.92,0,0,5.34,0.34,0.47,0,0,0,0,0,1.63,2.37
156,41.49,11.87,0.17,3.83,10.89,0.04,0,25.5,2.15,3.9,,,,,,99.84,mrwy143_phl3_11 Line 008 ,IB,MRWY143,lava+xeno,5.8,1.96,0.05,1.94,0,0,5.32,0.34,0.46,0,0,0,0,0,1.69,2.31
157,41.66,11.87,0.18,3.99,10.83,0.03,0,25.73,2.16,4.01,,,,,,100.47,mrwy143_phl3_11 Line 009 ,IB,MRWY143,lava+xeno,5.8,1.95,0.05,1.92,0,0,5.34,0.34,0.47,0,0,0,0,0,1.76,2.24
158,41.68,11.84,0.17,3.94,10.74,0,0.01,25.49,2.14,3.94,,,,,,99.96,mrwy143_phl3_11 Line 010 ,IB,MRWY143,lava+xeno,5.82,1.95,0.05,1.91,0,0,5.31,0.34,0.46,0,0,0,0,0,1.74,2.26
159,41.67,11.93,0.17,3.88,10.67,0.01,0.01,25.75,2.19,4.07,,,,,,100.34,mrwy143_phl3_11 Line 011 ,IB,MRWY143,lava+xeno,5.8,1.96,0.04,1.89,0,0,5.34,0.34,0.47,0,0,0,0,0,1.71,2.29
160,41.91,11.99,0.18,3.98,10.8,0.04,0,25.8,2.23,4.13,,,,,,101.06,mrwy143_phl3_11 Line 012 ,IB,MRWY143,lava+xeno,5.8,1.95,0.05,1.91,0,0,5.32,0.35,0.48,0,0,0,0,0,1.74,2.26
161,41.97,11.99,0.18,3.79,10.63,0.03,0.01,25.66,2.48,4.3,,,,,,101.04,mrwy143_phl3_11 Line 013 ,IB,MRWY143,lava+xeno,5.79,1.95,0.05,1.87,0,0,5.27,0.39,0.5,0,0,0,0,0,1.65,2.35
162,41.49,11.44,0.22,3.68,10.73,0.06,0,24.66,3.47,4.72,,,,,,100.47,mrwy143_phl3_11 Line 014 ,IB,MRWY143,lava+xeno,5.75,1.87,0.06,1.9,0.01,0,5.09,0.54,0.55,0,0,0,0,0,1.61,2.39
163,41.36,10.81,0.3,3.01,10.61,0.01,0.01,23.39,5.09,5.5,,,,,,100.09,mrwy143_phl3_11 Line 015 ,IB,MRWY143,lava+xeno,5.69,1.75,0.08,1.86,0,0,4.8,0.79,0.63,0,0,0,0,0,1.31,2.69
164,41.08,9.71,0.4,2.47,10.45,0.03,0,21.19,7.41,6.74,,,,,,99.48,mrwy143_phl3_11 Line 016 ,IB,MRWY143,lava+xeno,5.64,1.57,0.11,1.83,0,0,4.33,1.15,0.77,0,0,0,0,0,1.07,2.93
165,40.79,9.07,0.43,2.12,10.32,0.05,0,19.85,8.53,7.19,,,,,,98.36,mrwy143_phl3_11 Line 017 ,IB,MRWY143,lava+xeno,5.63,1.47,0.12,1.82,0.01,0,4.08,1.33,0.83,0,0,0,0,0,0.92,3.08
166,40.82,8.71,0.49,1.95,10.22,0.04,0.01,19.34,8.95,7.44,,,,,,97.97,mrwy143_phl3_11 Line 018 ,IB,MRWY143,lava+xeno,5.64,1.42,0.13,1.8,0.01,0,3.98,1.39,0.86,0,0,0,0,0,0.85,3.15
167,40.42,8.39,0.49,1.71,10.16,0.04,0.02,18.79,9.08,7.49,,,,,,96.59,mrwy143_phl3_11 Line 019 ,IB,MRWY143,lava+xeno,5.65,1.38,0.13,1.81,0,0,3.91,1.43,0.88,0,0,0,0,0,0.76,3.24
168,40.44,8.21,0.52,1.92,10.15,0.03,0.01,18.47,9.23,7.68,,,,,,96.65,mrwy143_phl3_11 Line 020 ,IB,MRWY143,lava+xeno,5.66,1.35,0.14,1.81,0,0,3.85,1.46,0.9,0,0,0,0,0,0.85,3.15
169,40.3,7.93,0.53,1.71,10.05,0.04,0.02,18.24,9.37,7.85,,,,,,96.04,mrwy143_phl3_11 Line 021 ,IB,MRWY143,lava+xeno,5.67,1.31,0.14,1.8,0,0,3.82,1.49,0.92,0,0,0,0,0,0.76,3.24
170,40.4,7.72,0.55,1.56,10.04,0.05,0.04,18.01,9.47,8.02,,,,,,95.85,mrwy143_phl3_11 Line 022 ,IB,MRWY143,lava+xeno,5.68,1.28,0.15,1.8,0.01,0.01,3.78,1.5,0.94,0,0,0,0,0,0.69,3.31
171,40.23,7.63,0.54,1.5,9.96,0.05,0.01,17.72,9.54,8.17,,,,,,95.35,mrwy143_phl3_11 Line 023 ,IB,MRWY143,lava+xeno,5.69,1.27,0.15,1.8,0.01,0,3.73,1.52,0.97,0,0,0,0,0,0.67,3.33
172,40.08,7.5,0.56,1.45,9.96,0.09,0.03,17.55,9.66,8.54,,,,,,95.42,mrwy143_phl3_11 Line 024 ,IB,MRWY143,lava+xeno,5.67,1.25,0.15,1.8,0.01,0,3.7,1.54,1.01,0,0,0,0,0,0.65,3.35
173,40.11,7.4,0.6,1.32,9.94,0.06,0.03,17.19,9.74,8.92,,,,,,95.32,mrwy143_phl3_11 Line 025 ,IB,MRWY143,lava+xeno,5.68,1.23,0.17,1.8,0.01,0.01,3.63,1.56,1.06,0,0,0,0,0,0.59,3.41
174,40.24,7.29,0.61,1.28,9.9,0.05,0.04,16.53,9.9,9.83,,,,,,95.67,mrwy143_phl3_11 Line 026 ,IB,MRWY143,lava+xeno,5.69,1.22,0.17,1.79,0.01,0.01,3.48,1.58,1.16,0,0,0,0,0,0.57,3.43
175,40.12,7.2,0.63,1.08,9.95,0.08,0.06,15.84,10,11.05,,,,,,96.01,mrwy143_phl3_11 Line 027 ,IB,MRWY143,lava+xeno,5.68,1.2,0.17,1.8,0.01,0.01,3.34,1.6,1.31,0,0,0,0,0,0.48,3.52
179,42.22,12.82,0.57,1.51,11.08,0.04,0.01,22.36,2.37,3.31,,,,,,96.28,mrwy143_phl4_1 ,IB,MRWY143,lava+xeno,5.95,2.13,0.15,1.99,0,0,4.69,0.38,0.39,0,0,0,0,0,0.67,3.33
180,41.42,12.29,0.16,1.89,10.98,0.03,0,25.88,1.92,2.95,,,,,,97.51,mrwy143_phl4_2 ,IB,MRWY143,lava+xeno,5.8,2.03,0.04,1.96,0,0,5.4,0.3,0.35,0,0,0,0,0,0.84,3.16
181,41.66,12.39,0.15,2.37,11,0.01,0,25.76,1.86,2.71,,,,,,97.92,mrwy143_phl4_3 ,IB,MRWY143,lava+xeno,5.83,2.04,0.04,1.96,0,0,5.37,0.29,0.32,0,0,0,0,0,1.05,2.95
